100000
7174,-3317.255
206,-5767.43
-7553.487,3893.901
-5440.729,-5413
7761,-7386.852
-3917,-2127
-7194.792,-4059.749
-1317.427,-6266.94
-7744.984,-9834
2494,-1749
9067.768,6666
2261,-4735
-2989.853,-7824.649
-4995.907,-286.039
-7943,4819.518
-9848.024,-1388
-9750.387,-1057
8118,5455
659.527,559.408
3166,-3826
2764.925,-4712.008
3030.324,4914.028
-7088,-1723
-3573,6365.042
-9722.522,-4265
6599,1752
8608.615,-2989.909
6212,-5188.57
7811,6665.683
-1307.489,7632
4016,7163
5236.77,-9753
8133.177,-7476
9721.673,-4063
-6751,-5745
-6391,4870
6007,-9581.825
-7849.514,-7036.744
-9838.794,6393
-9569.905,5152
-4941,-2604.349
-6323,-3932.451
1352,-8851
-433.252,1930
5169,-4255.337
3909,5143
-7426,9531
-2503,-8196
-1078,4531.692
7549,9470
6923.663,5380
-2461,2926.489
-1173.13,-7894
1628.686,-9051
3869.057,9002.307
5479.91,-4986
6585.347,8082.317
5142.945,-520.584
-3020.416,-2347
-375.795,9190.324
-6476.502,8708
5915,-7299
3668.219,3498
5364.359,-9202
1260.766,-1179
-8421,-7399.154
-6823,-5718.28
-3987.538,175.168
-2470.299,9935
9057.755,2612.998
-2414,-9284
-9489,4059
6860,-6953.562
-4654,-7578
-3110.492,-3902.805
-7554.433,-8434
7254.714,2265
310,-832
7393,6835
118,3516
-9768.489,9520
9386,7597.135
-6261,396.374
3635.047,6822.45
-9933,6718
8704,9201
-8763,9872.866
-2800.28,-4109.119
-1629.446,2224.182
-1207,6082
7875,7303
6883.178,-4237
4257,1281
-9733.063,8527
-99.43,5203
-4756.555,-5871
-2754.352,-6016
4258.418,-2152.694
203.92,-7521.148
5714,1282
4630.46,-1786.02
-1008,-9215
9654,-9050.633
1697,-7463
1322.025,129.735
-8035.995,-883.046
-3459.994,-2738.378
1326.776,-6951
-502,-7189
9265.424,9000.443
-644,953.438
8923.24,4589
-5944.531,-1089.996
7453,5408
3407,9829
-5553.716,-5923
3265.316,151.304
6089,4481.496
4298.11,2468.728
-4741,7125
-3331.011,-5602.04
-857,418.729
9117.313,-2736.098
7401.424,-6236
7523,7482
-1226,8071.034
-5541,-6702
7409,2226.542
5568.512,335
-6855.705,-3386
5745,4585
-4770.898,-5000.495
156,-5398.227
3479.602,-7836.187
427,1559
-6861,-8773.945
9383,2694.762
2629.126,-2088.089
-2137.001,-3653.907
5610.185,2405
-7468,-3099.265
-9334.465,-6206
1207,-8394
-9639.792,-8786.77
517.777,-7197
1854.808,6738.748
862.356,-7875.425
-8186.673,3921
-3774.231,8115
-8795,-3069.462
7543.06,9093.501
8515,-4354
7089,-2602
-3521.617,6847.263
-5485.613,833
-4981,9016
3993.194,727
-750.159,-7795
4536.291,-7185.4
-4016,2095.262
8279,-9068
-960.541,7425.209
6603.647,7677
1518,-8830
556.461,3726.631
2116,267
5087,-1768
-8548.251,-4972.984
5589.946,6243
-668,1572.825
4893.054,-1772
-3974,4373
9453.112,2691
6213,-6342
-5494,7493
8162,6877
-7302,-9459
-8990.44,8784.771
7737,7038.867
-9634,-4512.482
-2739.716,-6425.818
6222,9083.643
-888,-501
-5524,-2318
2108,-6830
-1737,-3052
2787,8362
-6995.088,9727.616
-1656,-5356
8255,-9119.399
-9873.037,207.668
4354,-4123.266
-7241,-5019.878
7651.428,-738.666
-2239.32,7789
-1154.203,1205.704
1765.364,-7603
2546,5583
1367.725,3555.404
-8682,2577.008
3447,-6640
-8682.934,-4860.11
6466,7149
5200,-2629
548,8347
-9715.339,2718
9394,9127
-3576.213,5134
-5444.266,-2332.846
-2892,-5081
483,-371
4901,3259.956
-2163.252,7285.889
1498,-1532
-7117.923,2741
-4442,-4611.733
-4061,8476
6724,4171.412
7567.433,-8023
1218,7239
-5730,-1321.902
6080,-9034.853
6395.853,-3207.923
3398,7757.979
-1558,1030.486
9288,6476.477
2729,-2937.62
-4744,-5844.511
-1543.98,9221
9984.457,2087.458
-676.768,5077
4285,5968
3388,7902.812
6191,1431
7218.765,-5640.674
-1613.718,-4333
9237.315,3867
-7187,-7021
-8644.571,-6433
8480,-4287.917
7553,9394
7804.925,8151
5836.278,4477
269,8027
-8529.445,9119.599
9268.083,7199
-3645.345,-1208
-1709.229,-2641.352
-3905.569,-8624
436,-927
-1232,-1009.232
569,2735.951
-6618.876,-2968
-489.312,-304.023
-2040.44,6930
6397,5835.284
-9726,1797.241
-9174,5317.553
9878,-336
5717.086,-1694
5472,-4571
-351,7186
-7526,1390.439
-8394,5009.442
-4133.019,-7961.65
1170.925,-2981
999,857.144
6551.198,5692
3374.397,-3126
5897,-5237.001
-4706,6150
3983,5494.367
-8398,-5309.227
-3691.934,6547.23
2524,64
-2530,-6840
8524.261,7854.962
-9445.34,-2905
-9233.459,-9594.239
9747.207,-8872
-3700,8044
-5804,-9623
-7457,-3958
1335.923,8696.341
-4735,-3812.879
1335.596,-4900
3307.94,1318
-3629.283,5408
8190.248,2182
4964.821,-7755
6703.328,2552.962
5420,-8043.478
3811.077,-7761
8395,8748.745
9272.439,3007.147
-5988,7078
3536.561,-783.998
8389.815,-1115
-5956.534,-5329
-7868,-8334
-7083,-9324.756
-1210,-7293
-4717.932,-4234.467
-3978.883,-6707.992
-8303.339,6734.816
-4290,-9281.735
-5600,-1888.735
1523.554,8244.726
4955,4710.217
5049.147,-3304
2255.244,-2586
8053.054,3303.821
-7960.124,-9419.405
5433.097,8517.997
-7604,9410.601
-1980.998,8875.746
6530.592,-4946
-2818.034,-5490.307
-2773,-6524
6981,-1059
-9991.062,948
4944.805,-3139.106
-9170,-9286
3626.097,9748.335
-2564,4496.607
-7422.96,-7306.455
-8382.97,-7996
2139,11
-9454.352,8370.651
1148.645,2068
-6479.215,-1201.277
5328.36,-4649
-9516.201,-5786
9492,-1466.889
-6048,-6229.45
1505.66,3193.925
8172,-5524.873
6353.183,-5212
6835.054,4109.583
-140,9651.835
-1784.37,6332.668
-1524,877.18
2850.543,-5544.754
3502,-1404
-3164.068,4827.598
-5043.356,-9981.825
4604,8230.717
1843.984,-5234
-7054,3093
-322,-5684
-4306.285,6515.811
-4966,-4722
-5530,5462
3936,-7665.227
-4892.066,-4207.022
6287,630
1214.649,-5789
-5894.772,-5494
-2250.232,-4795
6443.41,5493
-2625.468,9760.083
-6593,2476
-7987,-1756.838
3193,3474.197
-8390,5659
1088.365,3465.048
-5802.541,9420
-8051,3679.479
1133.893,-4276
4984.327,-580.296
8130,-5518.463
5650.227,-1210
3743.284,-9318
9900.53,-2759.673
5712.609,-9511
6354.566,-9600.684
-2325,-8303.651
2612.717,-6953
1118,-4288.588
-6106,2070
-2520.905,5298.871
3908.655,-6737.421
-2394,7394.293
9523,6224
8286.36,7678
-2093.516,-4130
-1633,6745
-6393.045,-9073
-9397,-2624
1400.798,-7821
-8030.892,-187
1666,-6757
-8141.348,3498
-4587,-4176
7813.069,4208
-9379.076,7671
-59,-1010
-2366,2019.981
2435.801,9565.295
9397,4796
6252.996,-7596
3538,-7972
4942.232,2551
-8317.212,-9613
-1213,-2682.584
-2183,8092.143
-3210,3605
-1439,-2808
5327,-8149.61
-8442,835
692.806,-1415.184
9862,-6072.495
310,-8903.591
-481.234,8081
7258.242,-3884.763
-2896,4987
9325.153,2155.764
5433,1015.066
-2493.729,7683
-1227.247,1432.383
211,-552
2760,-9318
6933,5657.568
7001,-4555.666
-3291.434,-8193
5687,-8775
-2416,-5528
-4006.483,8436.979
6017.134,9681.341
-2212.299,-7536
8813,8396
-1675.695,9168.699
7395.391,9414
-7112,6143.117
8558,4531.515
7951,-1010
-3405.576,-5861.003
-8783.721,-6113
866,-21
7712.342,6281
-8515,6995
-4885,-193.556
-8915,-9953
-9145.337,710
-9560.794,7580.871
924,4850.061
-9473.525,-7080
-5856,7571
-9870.694,-4747.806
3648.03,-3159
-7926.559,-1137.806
5535,6301
9460.418,3220
-3789,-3314.955
7689.847,-1372
-7277.717,3405.001
7126,-3892
4226,-6184.562
-3531,2316
4667.579,-2966.538
1206,1441.99
-2261,2406.787
-9035,-7258
-1339.851,2356
-2443.178,5289.806
-5499.149,6052
-2924.861,6804.478
4025,1129.498
-7113.171,8390
2336,-3137.544
1325,5133.976
-7479,9893
5144.415,4032
-1211.831,7729
9193,5198
-5085,-6595.75
5711,-9848
-4298.057,5041
6534.504,-7503
8131.732,-6930
-174,-4565
-101.09,2194.983
-8229.206,1672.385
-4159.355,-6489
-7011,-233.571
6532,-1468
-4208,1474.672
-3836,-4225.901
7057,9734
-8196,-6354.673
-6601,8906
-4748.113,1566.79
8487.931,2507
-9774.919,198.228
-3610,1500
2054,-4321.39
3968.563,-6389.953
6024.062,-8018.215
8326.526,-3672.16
-120,-8958.288
1949,1440.836
3753.502,-7910
657.172,1712
-7581,3626.441
-6923,-2541.535
8769.995,-1874
3139.277,9869.373
783.78,5456
8042.622,4728.832
-4033.251,-3414.617
-846.328,6379
2172.39,1251.245
-2979.331,8335
-9143,7167.078
9670.351,4154.63
-6616.383,-556
5972,3562.987
4780.238,7033.175
-2995,1510.827
-5398,1510
-856,4734
9179,-9691
-4701.049,5430.154
-4847,-4119
6562.187,-5985
-3588,6845.725
1006,5316.653
870,-1904.666
1191,-1717
5534,-9676.379
-9720,-4955.6
2775,5573.825
-6232,8959
-1537.787,2047.54
3663,-2854
4218.863,7680
-3739.736,4260
5047,4704
-2523,5142.982
6403.421,3393.649
-9090,8377
-8073,1360
-5663,-4846
-7679.669,6577
-4777,589
6675.518,-6919
-165.966,-638.443
-5578,350
-201.397,8325
-1811.626,-6436
1615.664,-5412.594
-581.109,6561.383
-5147.942,-2227.866
-9023.862,-556.351
-9936,-4690.296
695.985,1188
5736.482,1794
7757.9,-4548
-5230.872,-408.804
-8697,6037
-6449,4822
-1703.001,-1384.781
8333,1721.345
-3962.565,9607.129
3072.529,8068.515
-5243.972,8999
479,-7717.499
-3528,-6146
7105.414,-7985
4513,-108
3285,9028.153
6552.497,1709
-9955.46,368.181
6344.595,6878
-1509,4169
2753,-7364.39
5133.212,5162
-3261,-1795.102
-4495,9700.68
7156,-1963.081
5818.512,-1878
-3149,-4815
-365,6223
-2528.127,-2096.193
7989,7414
-8509.545,7275.849
-3534,2428
-2330.078,-7640.258
6986.784,-2300.062
-2751,5820
-2740.078,1853.547
-9456,825
9762,8324.536
-2777,197.358
4351,-9281
-9979.317,4738
559,-3028.974
6043.41,2815.456
-3569.8,-943.825
8542.261,-7916
3865,-4038.799
-8387.632,4627.757
-1764.8,2737.152
-1812.198,-760.676
709.898,-9855.566
-7253,-7544
7878.508,-6665
5015.515,-3967.467
-2941.74,-741.414
1515.234,-3101.645
5590,5483
6393,1019
-2916.697,-8695
9304,522.593
-5979,-9531
-541,8877.441
7765.24,-2682.392
353.29,4660.132
7263.291,19.522
1217.057,-6601
-4680.847,-4087
373,4617.364
-8046,-4215.093
9148.401,-333.605
4184.917,-4484
6581,-4336.594
238.459,4168.059
-1828.079,6099.557
4304,-9567.297
8512,-6145.414
1880,1946.004
-3135,4930
9446,496.648
2199,4444
242.008,-9288
-9745.444,9557.134
4884.683,-4497
971.804,1448.311
-7245,-3532
-2562,9453
-7364,-8504
7988.121,-4463
8922.438,8410.32
-3174,5901.163
-8889,5150
-2134,8860
-5917.611,-7049
3061,-2215
6438.523,-4652
-7225.18,-9710
8060,-6885
-1498.026,2889
7925,6840
-5076,-3680.231
5198,833
1093,4710.753
5379.599,-9395
-434,-808.641
-1283,7836.386
5444,-3245
-4729,1054.951
6238.133,-925
8834.949,9103.91
-4683.295,-7353
-3102.043,-9163.511
-646.865,-1391.522
6258.956,4377.67
-3730.806,7043
-5296.038,7307
-4439.03,-9832.71
-1790.215,1692.384
-639,2243.26
3875.699,-1053
-2827.152,-2187
-9556.371,-3363
-9508.325,-1167.441
4978.882,-5190.904
8491.576,9575.52
60.233,-523
5687.429,2747.804
-4480,-5251
-3101.004,-3203.214
1530.866,8548.039
4365.178,-6452
-6512.203,2492.568
-4824.209,-9744.317
1101,7734.809
-1772,5831
5032.345,-9657
6205,896
3506,-2234
-384.857,-6617.773
-1303.145,-9860
-1037.596,-8717.53
3585,-5659
-6506.229,-1961
-5484,-5813
-7338.51,-894.602
831,-86.737
2850.669,9376.83
-5067,-500
1958.991,-2456
960.65,5461.104
-5287.104,-4695
9825,-6145
8782.916,4795
8085.421,-9609
-1750.279,6791.569
2742.723,-757.17
-2850.996,-1245
-2412.009,-1021
53,3017
-1458,-7907.915
2341.438,-8005
-3559.948,166
812.376,-1985
-3451,-7626
-261.745,7568
261,6395
777.977,-8478
-1675,4913.531
2600.375,1542
-4684.234,-8941.652
-8715,-3315.375
-8899,9203
1900,4227.656
4603.347,-9906.84
-2061.597,-3286
-224.77,1363.21
-1343.973,6727.313
-3834.239,2316.257
6416.226,-5405
-428.289,-6307
5822.959,-9557
4960,-2082
-2119,8385
3014.855,-8380
6218.063,-7264
-5410,3641.261
-7988,1330
964.762,-5149.257
-5043.958,1415.871
-6588.402,-1038.797
-3014.047,-7408.16
-73.237,2188
6304.624,2126
-131,1134.309
-7736,-8544
6921,-1933.184
6601.967,-7146
-529.895,-1890
-1259.552,-3558.797
-3827.673,-6491
1692,-4603.067
-5990.619,5378.755
6967.253,9302
1262,-9000.27
3791,9291
-8542,724.453
9337.413,-731.326
-3864,2501.227
1297,-722
-8490,-9872.507
-3884.292,2714.308
5766,502.583
-4364.96,-2248.893
4350,4741
4612.861,4170.919
-3150.983,-1269
-2410,-110
-6449,-8856.957
-861,-318
8330,-502.016
-1679.795,-8328
-7572,6428.301
7077,6234
-3259,-9973
9842,-9358
5224.934,-5056.269
-7672.803,-1051.312
-8202.376,3962.194
4570.99,-2786.348
-8737.963,6661.813
-6376.134,-7735.76
3284,3005.002
764,-4894
-7582,6973
5237,-3161.293
-3652.419,3256
358.242,3921.23
-8983,-2729
1427,8088
5741.349,-8912
-1906.239,-4611.323
982,4256.629
1375.611,6057.551
4558,-3319.622
-4365,-8125
-7294,-333.199
-2195,5635.449
3183.24,3235
5511.946,5326.03
-1559.395,-8524.244
-8968,-2652.304
3396,3464
4617,9617.06
1559,2562.224
2613.029,4560.131
-7285.363,-4263.049
-5305.366,-6377
4005,-7636
1987.992,6731.175
3198.757,-2765.926
8582,-660
-2299,9894.823
5163.384,-3840
-6430,4360
-7798,-590.101
-4129.782,424.147
4086.489,-2655
-8418.946,55
-3654.558,-4584
-8017.188,3448
-2654,5359
-8235.89,-7171.795
-8684.85,7125
3804,2660
-8198.892,-6161.271
7724.877,880.699
-8960.08,-8889
9152,-6055
-6715,8913
-7735,8846
-4985.966,4632.689
7098,-5095
-514.746,6848.484
8642.23,9791
-1807,-5596.205
-5889.368,5749.486
-7164,4949.891
5689.969,9099
8073.769,6338
-7057.335,-8115.211
5850.938,3778
8937.894,-3918.776
-9148,-5062.011
-1168.857,-2558.262
-7888,-5617.983
-7204,-2380
9700.186,3177
-345.789,7049
-4332,-4659.785
-1556,-4648
-6840.954,-2512.534
4226.432,-2472
6307.798,-3233.076
-400,-1225.55
5248,-7024
8935,-7786.342
823.808,-9160
7177.024,8335.156
4088.16,-616.91
-9273,-5906
466,-9196
-9555.704,7042.711
4375.786,710
5296.05,9188
1704,5369
-9364.272,9365
-8774,6543.517
-2636.752,6576.427
3183,-9391
4644.511,-742.605
590.543,-4201.84
-2563.537,2367
5182,-6858
648.128,5440
504,3264
6126.972,3291.495
9299,1755
-8262.958,4954
9047,-1910
6178.5,-2926.973
6514,1952
-423,2615
9172.445,9455
7616.427,-8282.898
1081.615,-4157
-7940.203,-3539
5280.473,7725.402
3212.9,5134.149
-9943.455,-2184.515
6593.265,-3609.357
914.326,-9072.546
-4529.62,-9736.034
-411.421,5342.861
3603,2611
9795.633,4734.419
-8228.808,417
4731,-2741
602.145,1761.501
-4976.191,4372
-3347.912,-6152.753
-180.027,-5973.723
425.524,6072
-3693,5018.709
-2913,-4979.98
-997,-5004
2832.482,703.67
8329,-2167
-7788,8524.9
-4202,3987
1213,4178
4288,-1801.822
1400,6461
921.912,5864.321
-5521,8439
6471,-8910
-9653.967,7862
-474.054,5357.592
-2643.365,3038
8104,3946.905
2956.617,-6485
3940.714,9623
-9729.006,-1121.845
-2017,-3324.783
-4811,9331
7327.967,4628.383
7586.858,-191
-3017,-8897
3740.124,6863
-5300.253,8903.593
447.251,-7189
8571.218,8253
9194.556,-3170
1491,9930
-8191.498,-3889
-4915,2379.077
9106,-6258
-9774,-3346
-98.342,-399.734
-7197,6447.929
-8057.964,9203.091
5103.683,5014.143
-2180,-7927
5717.412,314.736
-3179.608,-6122.615
6092.456,1772.75
4953,-2162.902
1197,-2725.702
-3049,-5016.125
-4125.789,-8723
7713,-7892
2092.835,8512
7015.61,-3464.468
5625,-8712
5662,-4477
2519.709,-8178.545
-1268,-9059
-1423.71,-9935.415
4089,-1033
-2961.04,-2801
1136.661,-2054
-8622,-495
2158.233,1165
-8552.39,2071
-9865.399,-4838.645
6219,-1861.592
4342.134,3486.689
-5463.261,-443
-1176,-1328.111
2578.817,-4492
-6331.873,4442.573
-3365.672,-827.827
-2247,4190.768
7981,6968.452
-8453.142,-2886.581
-2034,-4581
-6799.261,244.198
9033,-5447
6015.763,-5478.367
-1648.99,-3845.433
7117.756,5845
397,4195
4976.652,-3754
-1734.871,-6752.007
3609,62
-2082.649,8815
-2580.398,-9795.59
9210.282,1442
1968,8451.313
-607,-5023
-6024.77,-6374
-8721,-3648
8700.498,5366.601
498,126.023
-9721.559,7668.914
5552.756,-9209
4069.945,8213.819
-4238,-2285.034
-6065,2916.722
9700.998,-8366
-5098,-5442
5380,8613.468
-4242,-4994
-7978.044,6985.112
2447,-7745
7764.229,-3889
-4986,-9778.642
3592.112,1722.102
3781.403,-8071
-9568.983,7760
-7,9133
-857.639,5879
-9796.817,-6504.408
-1502,9813
9560.901,2171.395
-4165.854,-1933
7244,-3927.68
-52,4167.581
330.881,-5083
3820,-4313.858
3138.467,5354.721
5839,6332
-6947,9795
9207.151,5568
-7329.651,4045.057
-968,-2328.539
7683,-2573
-3627.664,1987.288
-7336.719,-3719.663
-5221.421,4573
1389,-1395
-6871.428,1215.944
9741.756,6076.256
6399.259,-2362.69
7049.943,810.716
-9513,-9520
-6321.081,1344.516
-5327,1095
-155.101,1268.697
-3609.331,475
-2417.279,-3677
8708.116,-4379
4626.363,-8760.019
-8642,7110
3525,-8342.136
-1302.595,-9066.498
311.333,-1192
-475.926,-665.615
-7884,5767
4271,3307.683
-9805,913
-6018.316,2922.979
-3413,-5561.795
-9799,-7841
3381,6306
-228,-2199
-9538,6555
-3616,-3439
3023.225,1467
8274.102,367
6216.004,5694
-9771.085,7914
5338.482,-3418.181
-5965,4326.368
3633.234,5176.995
913.227,-1670
-9146,1294
-5148.019,562
-3488,-2795
-4699.139,-4628
-4302.566,2293
9055.197,3878.136
-6153.485,-4421
-8786,-4390.03
-2338,-8812.282
-6086,-1875
-2064.72,4071
-5061.574,3580.482
6295,2198
6430.696,5146
-742,-2655
5552,5798
-4495,-5235
-1299,7201.836
8892.16,-501
-6995,-1352.985
1576.362,-6490
-8415,-680.843
-2662.345,4374
-7617,-4357
-4969,-7032.677
4808,5427
-6752,6066
6257.756,6697.723
-6793.258,-6393.758
-8906.195,-9780.971
-7281.124,-1107.972
830.565,5019.745
-9687,-8452.211
7397,-2855.743
306,3529.957
-268.017,-7887.761
-7736,5229.251
-8011,7126.664
-2701,-391.489
9784,363.954
2756.651,-7259.405
-9649.727,486.695
-8803.21,-5323.634
1959,5002
8521.306,-9258.238
6668.996,-8309
-417,3529.074
-7020.466,4601.077
-5881.474,2873.521
3710.515,-3191.705
-8287.371,6278
-7239,-2859
1403.716,1620
-7047.146,215
-5913,9982
-9720.85,-1663.58
5714.267,-4451
184,5505.261
-2629,-1251.639
-9661,3891.91
-2078.193,-7413
-2409.809,6260.254
594.998,-2029.956
-7523,-1602
-254,1673.565
-9621,-4688
-8380,-1737.174
-728.631,455
-9692.695,7296.827
-8932,-1727.656
-9324,9547
2905.033,-5978
434,4663.864
2152.393,-877.174
5977,8834.628
-7787,6670
3420.372,641
5503.721,7191
-2540,-7841
-6735,-9288
1983.44,4409.347
6191.07,4690.47
-2760.614,-9126.021
-6344,-7462.293
1457,8930.851
-1637.79,1558.213
-8195.398,3341
-1802.555,-6167.833
2010,-4559.193
-3132.744,-9297
2124,6029
1609.372,4794
-8759,882.362
5768.066,2441
-541,-6724.036
3455.783,-7129
1758.088,-2840.024
4142,6010.012
-7797.961,-9772.709
-1733.753,4191.474
944.431,7599.614
-5993,-4069
1789.891,-673
3644,9392
-4120.985,-7637.063
-5793,-770
-5441,2801.746
-648,6575.909
-7117,-3097
8553,-8634.489
-3539,-8071
-2883,-8881.228
-9353,-4300.909
-6756,-3690.984
-1567.803,6216
-9159.695,4252.995
9113,-3289.305
-3517.801,-5954.705
-9554,-1207.407
8953.707,-4983
-4547,-6822
-3974.156,8258.556
-4329.571,-8404
-7542.734,2905
-2223.321,-2645.825
3312.42,9621.076
5727.598,4067.947
-9911,2200
-6948.018,-7633
4249,-3454.86
5741,-772
5591,8227
4932.972,2555
2755,888.333
-9214.893,-9812
-7807,7305.52
9071,-5100.402
-3814,2481.6
-7950.869,1889.548
1786,-2620
7600.302,-1612
-2560,-6538
-1828.028,-6115.583
-8018,-6820.65
-718.173,-366
-8761,-5823.148
-6993.785,5960.163
8245,-7378.27
-6048.876,-7949
7636,-9405
9701.937,4594.86
207.075,6495.82
-6817,9288.964
4308,4036.276
-1465,-5559.376
-2386,-3273.619
-3885.087,-1559
-3222,-766
-2398.638,564
-1163.566,5096.506
-7926.801,-7906
-7588.531,-7966.582
-3132,-4565
-394.103,8302.502
3738.974,-241.91
6565.706,4876.791
5875.673,3826.859
2061.455,-6542
-2039,-4714
-9332.031,-4700.547
9468,9437.213
6904,2892
-2149.286,1944
4555.542,5849.868
9694.37,3
-4724.225,-4128
9265,4414.555
-2975,6597
-6972,-4670
-4146.914,-5108
-7856,9176.878
6610.948,7841.263
-4434,73.876
-206,1512
5151.397,-2168.183
-4569.778,7495.745
2526,-285.435
-1537.748,5904.575
-2614.114,5402
-5758.852,9655
-7253.497,8688.355
-7352,-3159.318
-9084,-3534.064
-8111.114,3226.283
-3129,2430.973
-7831.858,494
-1984,-3130
2738.034,6486
-3735.926,-5372
-7594,-7865.053
841.727,3240
-3786.368,9163
-2054,4817
-5448.218,8772
5192.79,-1741.538
-9582,-9246
8652,-327.091
1277,-9199
8648.824,-3060.802
-3141,3657.523
-7986.895,1707
3461,7654.554
-3687,-9712.463
-1872,9062
3660.423,-9659.347
2364,-7176
-9730,-9331
7491.36,-6470
4507,5048.688
-9258,-3088.952
2664.188,-6234.921
2470.742,2603.974
4046.502,4476
-1337.561,-4116
1507,5120
-8348,2971.763
7321,-5998.116
1947,-8252
-8434,8574.223
575.316,7369.204
2948.546,-2539
-5823,-4981
5334,-9801.021
-7386,1600.55
-8649,-788
4095,4284.828
-5219.92,-513.34
-8964.993,-2524
5526.571,-979.004
-2616,-9866.98
-5298,7926.965
-8511.735,6578
-9923,5799
-8855.626,-9073
-9478,-5009.652
-861,1349.524
390,4199.208
5626,-1063
139.651,9578
-2010,9137.731
391,-2657.476
-9647,3414.001
-9742,-4292
-1918,-6509.256
-5088,-3416
-3667.476,-6044
-5149.136,-1001.048
-2007,82
-477,-3642
8009,-1158.506
3820,-6249
-3824,2571.852
7694.613,9518
8573,5162
